,r1,r2,a1,a2
0,-0.00135880388935,-0.17285948577,0.0913762527969,0.0123805612114
1,-0.304081109959,-0.106087045645,0.694299651634,-0.0169835296694
2,-0.489262824417,-0.0661757762488,-0.10167210512,-0.427665340976
3,-0.433443263371,0.54833166061,-0.264576837245,-0.0129495135616
4,-0.406215106846,0.043408522602,-0.253970402551,-0.362134059639
5,0.976722763476,-0.410626654449,-0.253263298654,-0.488127762607
6,-0.373025386645,-0.443917353533,0.526062271674,-0.121740893218
7,-0.0828004676816,-0.337565604463,-0.545603028494,-0.214659045554
8,-0.500992607447,0.324838582224,-0.057272050699,0.314340584642
9,-0.107092758696,0.0940317816431,0.368766239325,-0.0141444560948
10,-0.337951843707,0.279351018753,-0.655713162082,-0.193723701498
11,-0.14337154942,0.452641942258,0.291242081746,-0.160515988342
12,-0.324010473257,-0.142062104615,-0.500591191927,-0.059952206617
13,0.0516370744087,-0.0990008173133,-0.581136954842,-0.0585257364247
14,-0.116988114556,0.618286561813,-0.506673964337,-0.057230848722
15,0.168045269385,-0.0379750146489,-0.380137283127,0.189247310523
16,0.155593163969,0.288915105207,-0.127726587737,-0.369681506616
17,-0.616199543529,0.127328697669,-0.258424667326,-0.0251587066828
18,-0.330510730105,-0.00113655430959,-0.679901051717,-0.167586834203
19,-0.505094752177,0.281517171907,0.332625152692,-0.00155639331624
20,0.656156573065,-0.29691382368,-0.351676104803,0.218522038394
21,0.165672171251,-0.278749713962,-0.480801313302,-0.449798442801
22,0.0400976763411,-0.0830069721192,-0.222981354514,0.533937489262
23,-0.533879617317,-0.788868634203,0.156209461374,0.216182403795
24,-0.00684514286327,-0.321941655446,-0.495511621919,0.20100193133
25,-0.288952061813,-0.137946554204,0.544892439083,-0.0933116802231
26,0.0457297901944,-0.524113273998,-0.325170846595,-0.598004644587
27,0.106013698056,-0.749559566314,0.102143536464,-0.66624095036
28,0.0078126294564,-0.234569871671,0.311722557221,0.0117631578222
29,0.616276923532,0.00143607071906,0.554072627893,-0.356716262689
30,-0.0671870102832,0.0624235394365,0.325780314654,0.00112441263445
31,-0.516960845052,-0.277820314081,-0.488284642615,0.205418971377
32,0.265061047803,0.505542479592,0.350775720843,-0.0111160264542
33,0.643373102171,-0.436496660233,-0.518391032213,-0.214281659984
34,0.643856330301,-0.126816211641,0.0770939440702,-0.0556782589832
35,-0.339855719465,0.341389952658,0.425583061636,0.544452006543
36,0.0252010771048,-0.670219200941,-0.36839664485,-0.554418149982
37,1.61801099813e-05,-0.263536901778,-0.158296921301,0.213717184577
38,-0.523712767456,-0.13575999256,0.138496263716,-0.252714236718
39,-0.0710472318746,0.0844491890146,-0.522153242145,0.443093777952
40,0.406891921609,0.548276769034,-0.198689359283,0.562130438017
41,0.268826738477,0.985750240779,-0.379852083756,0.509931066338
42,-0.556665542101,0.520704552692,0.0387603938156,-0.440529541868
43,0.253366552037,0.506785551216,0.595320364831,-0.18561569356
44,0.00879388221468,-0.134050125179,-0.50488477854,-0.0838365795677
45,-0.134560048598,0.074026625635,0.380311754228,-0.282763628212
46,0.0371535864195,-0.458005656312,-0.10982874164,0.869848033483
47,0.0517785361914,-0.514668314799,-0.290736200209,-0.483116427224
48,0.0729260072599,-0.0407283588629,0.246648865125,0.623477046872
49,-0.224726863681,-0.381424619143,0.0821812971412,0.727568507062
50,-0.370918732879,-0.19147516253,0.163298295742,0.106784637846
51,0.0601965403254,0.609338203677,-0.530736668839,-0.053345210541
52,-0.322657654461,-0.0939584055767,0.379493120616,0.599391286403
53,-0.221331042249,-0.507798970137,-0.453357243759,0.593079679712
54,-0.55669759182,-0.372575112327,-0.489733179828,0.50428594834
55,0.20019866226,-0.199481718941,-0.144515792906,-0.395101339326
56,0.415576075744,-0.0670454113368,-0.546098479637,0.531941239774
57,-0.0678947185627,-0.199647190871,-0.295188849214,0.328492735015
58,-0.17106049296,0.144407129868,-0.318533054908,-0.0104416576897
59,0.49846816284,0.062035675527,-0.358295038056,0.380614030874
60,-0.642847295584,0.209719728555,0.546862326561,-0.358332837181
61,0.039234003021,-0.571135011901,0.144776851142,-0.0193826097685
62,0.690854233142,0.155785574005,0.0956387439498,0.00373023066535
63,-0.14207581523,0.0749794091343,0.511876868635,-0.105861420052
64,-0.0999725857042,-0.351886417693,0.844694322256,0.164256126366
65,0.468839949905,-0.310175909673,-0.265229261529,0.437333203065
66,0.191959483341,-0.280651408094,-0.368032039962,0.182519250473
67,0.0547071043886,-0.0893915807132,0.221349173256,0.440240964446
68,-0.183528969583,0.245827445693,-0.0787377661588,0.502803779792
69,0.0632570872062,0.684840481413,0.296645395853,-0.427614344618
70,0.584032716787,-0.147020449964,-0.0777933173965,-0.518198144882
71,-0.363180722222,-0.102511718563,0.336417864882,-0.15844513797
72,-0.606371906276,0.18218688892,-0.25664651856,0.0791568638558
73,0.696973816334,0.0228150117251,0.507239067717,-0.108942765606
74,-0.172494144387,-0.0403616486963,-0.473028822193,0.718763644383
75,0.422297380526,0.440844997774,-0.378693209816,0.206927967435
76,-0.251433932307,-0.478853511268,0.643476543589,-0.0950819244581
77,-0.579343485489,0.00516846991357,0.701390271071,0.36803180989
78,0.162179451885,0.264474724927,-0.318090638006,-0.269875313309
79,0.304511857965,0.622970186462,-0.799217730417,-0.194382069827
80,0.507163831993,0.38768378783,0.554335920921,-0.376873770875
81,0.638248661287,-0.462574398851,-0.122028824139,-0.09771776969
82,-0.305059068496,-0.717791533898,0.292928242366,-0.42112777618
83,0.321400655512,-0.558411088663,-0.594483851366,0.406939962216
84,-0.266889464887,0.078178393956,-0.427662189389,0.0238518515685
85,-0.320995658262,-0.0919281749203,-0.734576296404,0.202515811014
86,-0.352434761156,0.54156505477,0.145112347308,-0.0059945077622
87,0.140095601727,0.193026792403,0.352885816109,0.135667145075
88,-0.0347777062556,0.515128840589,-0.562535390057,-0.0311467313729
89,-0.737446902651,-0.102858727092,0.547758662081,-0.127710250362
90,0.0155898237712,-0.268806506193,0.31339646939,0.626056753062
91,-0.0600552242921,-0.1734014903,-0.535176872247,0.421310530177
92,-0.0676971018587,0.741827788425,-0.0461526612681,0.493014676373
93,-0.038798882902,0.710248653555,-0.117946839901,-0.0173841642073
94,0.0617947984933,-0.0952014520278,0.371800391279,-0.285156251461
95,0.0779205520556,-0.0542544013166,0.390060115584,-0.0223155327792
96,0.0368453372468,-0.109833036024,-0.119207939032,0.555412922167
97,0.0548364822463,-0.107295749836,0.162649838496,-0.134182315394
98,0.745354262285,-0.0494545798709,-0.539350278969,-0.337588952904
99,-0.092522607793,-0.323773368459,0.292944098594,-0.406177983444
100,0.274997093788,0.929041601071,-0.247614758125,-0.114249785082
101,-0.308729080984,0.259347399849,0.00207151885763,-0.453853396272
102,-0.114225204296,-0.257987957565,-0.305388587244,-0.277036282527
103,0.370463818289,0.083961243645,0.30512414896,-0.140375060488
104,-0.222906520066,0.157786661119,-0.299791779256,0.309828261035
105,-0.523214600168,-0.291058652696,-0.387663989398,0.195657785665
106,0.533077686376,0.506562929636,0.737184232745,0.436745405057
107,0.016448426424,0.886178597686,0.103519422467,0.00527187020266
108,-0.194557087152,0.234428029293,-0.387318426725,-0.283731420694
109,0.213226709984,-0.206560347276,-0.647321506602,-0.342164834773
110,-0.326732913639,0.289069934979,0.917735258797,0.329504534367
111,0.0152232575739,0.420369504768,0.372463686592,-0.291871855551
112,0.468047026325,-0.306767337011,0.660319959274,0.357684612041
113,0.289038985391,0.166718237198,-0.267539993296,-0.0311489117532
114,0.461970162445,0.103857839772,-0.233572720866,-0.46591240115
115,-0.127810640797,-0.338387294213,0.575442971982,-0.654264116911
116,0.049237297769,-0.167267721159,-0.366380934154,0.2012491641
117,0.0300016794219,0.410187223243,-0.186611011718,0.0510208170757
118,0.0489698029426,-0.474868012112,0.149149490246,-0.0904362592938
119,-0.150551990778,0.0552671728137,0.0419194853275,0.598748171382
120,0.715824031984,0.1175690317,-0.289962380836,-0.535797773616
121,-0.158792840472,0.0403718116339,0.158508939793,0.142679515791
122,-0.310893111499,-0.160635859935,0.557232911869,-0.338824375775
123,0.697832619822,-0.301718289041,0.19707824278,-0.282725702205
124,-0.15193341444,0.458322421824,0.284085482,-0.381384257761
125,-0.169044358176,0.0509757262611,0.155012947005,0.601450270176
126,0.0638415921295,-0.0740890120338,-0.225962517119,-0.125787815731
127,0.307559221301,0.108511392862,0.356511737963,-0.171055191527
128,0.499510640257,0.0395740454582,0.221478214166,-0.129544546814
129,-0.13919915221,-0.34794563775,0.315215360808,-0.127817969884
130,0.513218169385,0.284822140066,0.473603953215,-0.392453602516
131,-0.163054754986,0.399052156683,-0.611092529666,0.403186392326
132,-0.100779091349,0.0423413397945,-0.0605898428232,-0.223931194346
133,-0.238824034333,0.66070598684,-0.316088161249,0.375783692345
134,0.0429102390981,-0.110287428591,-0.166772839293,-0.468340840932
135,0.54868934274,0.408526215244,0.00165378195514,-0.222505776433
136,0.160360225913,-0.317362372198,0.760511571717,0.578366599532
137,-0.021017694511,-0.13340036165,0.32003678745,-0.152005178194
